Domain,Headline,Date,News,imageUrl,source
sports,"""He Knew As Soon As He Missed"": Sunil Gavaskar On What ""Cost"" Virat Kohli In 2nd Test vs Sri Lanka",March 12,"Legendary India cricketer Sunil Gavaskar said ""playing across the line"" cost Virat Kohli his wicket on Day 1 of the second Test against Sri Lanka in Bengaluru. Kohli, who walked out to a rousing reception from the Chinnaswamy crowd, was looking good till a delivery from off-spinner Dhananjaya de Silva kept lower than expected to hit his front pad. In the 28th over of India's innings, de Silva's short of a good length delivery turned and kept low, hitting Kohli just above the ankle region and the umpire had no hesitation in raising his finger. A shell-shocked Kohli, who was looking to turn the ball towards the on-side, did not even consider sending it upstairs and walked back after scoring 23 off 48 balls on Saturday.Reacting to Kohli's dismissal, Gavaskar said the talismanic right-hander perhaps could have avoided playing that particular shot.""Today you could say that the shot he played shouldn't have been played. The trajectory meant, he went on to the backfoot like the first Test in Mohali but this time he played across his front pad, which meant he was always going to struggle. If he missed it, he was always going to be a candidate for LBW, which is exactly what happened. He knew as soon as he missed and the ball hit his pads, he was right in front. He didn't even look for a referral. So, playing across the line cost him today,"" Gavaskar said in the post-Tea show on Star Sports.Gavaskar also gave credit to the Sri Lanka bowlers and added that the Chinnaswamy pitch was not an easy for the batters.""Sri Lankan bowlers have bowled well... Jayawickrama settled down after the first over. Every bowler is going to bowl the odd loose ball but they've stuck to their task well. The ball is gripping and turning so it isn't gonna be easy for the batters,"" Gavaskar added.Former India bowler Ajit Agarkar said there's ""very little"" that Kohli could have done with that delivery.""There's very little that he could've done. That partnership with Hanuma Vihari was good. They put a li'll bit of pressure. They cashed in whenever there was an opportunity. You generally try and play off the backfoot when the ball is spinning but that once just kept low and he had no chance,"" Agarkar said.India were bowled out for 252. Shreyas Iyer top-scored with 92. For Sri Lanka, Lasith Embuldeniya and Praveen Jayawickrama picked up three wickets apiece.","https://c.ndtvimg.com/2022-03/g5jnku2o_virat-kohli-bcci_625x300_12_March_22.jpg?im=FaceCrop,algorithm=dnn,width=806,height=605",ndtv sports
entertainment,TV Celebs Celebrate 'Pyaar Wali Holi' On The Sets Of 'Kumkum Bhagya',March 13,"There will be dance performances by lead actors of the show including Sriti Jha, Shabir Ahluwalia, Mugdha Chaphekar and Krishna Kaul.New Delhi: As the festival of colours, Holi is round the corner, daily show 'Kumkum Bhagya' is all set to entertain the audience with a special episode, 'Pyaar Wali Holi Celebration'.There will be dance performances by lead actors of the show including Sriti Jha, Shabir Ahluwalia, Mugdha Chaphekar and Krishna Kaul.Along with them popular television actors such as Shoaib Ibrahim, Megha Ray, Karan Wahi, Adaa Khan, Kanika Mann, Vrushika Mehta, Manit Joura, Nishant Singh Malkhani, Deepika Singh, Aman Gandhi and Kushagra Nautiyal will also present performances on Bollywood numbers.While on one side there is a tribute act to Lata Mangeshkar and Bappi Lahiri by Megha Ray and Shoaib Ibrahim. On the other hand, Karan Wahi and Adaa Khan will make everyone dance with their performance on holi songs.'Bhagya Lakshmi' actor Rohit Suchanti shared his experience of performing with co-star Aishwarya Khare: ""This is our first time celebrating Holi with Zee Kutumb, so we are deeply delighted. Over time, we are glad to have achieved great chemistry, and it's always fun when we perform together. It's like we set the stage on fire!""""We must add that it's nearly the time of Holi and we are so happy that our celebration has started on the sets of 'Kumkum Bhagya', as this year we were planning to celebrate with our close friends and family. We hope the viewers like our performance as we have worked so hard and enjoyed every bit of our act while shooting it for our viewers. We also wish everyone a very, very happy and safe Holi,"" added Aishwarya.Another highlight of the show will be the fiery water act by Kanika and Vrushika.Talking about the performance, Vrushika mentioned: ""We are thrilled to get challenging and high-energy songs and hope that everyone likes our act.""Kanika shared more: ""We were so excited for the latter part of the act where we performed on 'Tip Tip Barsa Paani', one of my favourite songs. We didn't get a chance to rehearse together, but we hope our act lights up the fire in the Holi celebration.""'Kumkum Bhagya's special episode 'Pyaar Wali Holi Celebration 'will be aired at 06:30 pm on Zee TV.
",https://feeds.abplive.com/onecms/images/uploaded-images/2022/03/13/6b4caa95bf459e6fddb1d6aa23ebaf7f_original.jpg?impolicy=abp_cdn&imwidth=720,abp news
politics,"AAP Candidate Labh Singhâ€™s Mother Holds On to Jhadu Even as Son Sweeps Polls, Wins Against CM Channia",March 13,"Among the many surprises that sprung from Punjab assembly elections, which was swept by the Aam Aadmi Party (AAP), one is the defeat of outgoing chief minister Charanjit Singh Channi from the Bhadaur constituency. Labh Singh, a small-time mobile shop owner and an unlikely candidate, took on Channi and won by over 37,000 votes.Although Labh Singh has now shot to fame with the win, his mother, Baldev Kaur, will continue her humble job of a contractual sweeper at a government school in their native Ugoke village in Barnala district. In her late fifties, Baldev Kaur says she has categorically told her MLA son that she won’t give up her job.“The jhadu (broom) was with us when it was a compulsion to run the household and now that jhadu has given us instant recognition with our son winning the assembly election, it will remain a part of our life,” she said.Baldev took everyone by surprise when she showed up for work on March 11, a day after her son Labh Singh emerged as the AAP candidate who defeated the sitting chief minister and was on his way to Mohali to attend the legislative party meeting where Bhagwant Mann was elected AAP legislative party leader.“I am extremely happy that my son has achieved this victory, that too by defeating the sitting chief minister but I will continue to discharge my duty. For me, it is a way of life. My earnings from the job help run the household,” Baldev said.Coming from a humble background, Labh Singh defied the perception that only the rich or those from a political family can afford to contest election. His father is a driver, his wife a seamstress, and he ran a mobile repair shop before he joined the AAP as a volunteer in 2013. Since their family did not have finances needed for election campaign, their friends and well-wishers pitched in.
 
Comments
 
 ",https://images.news18.com/ibnlive/uploads/2022/03/aap-mla-labh-singh-mother-16471516423x2.jpg?impolicy=website&width=510&height=356,news 18
health,"Coronavirus Live Update: 3,116 Fresh COVID-19 Cases In India",March 13,"New Delhi: India recorded 3,116 new coronavirus infections, the lowest in 676 days, taking the total tally of COVID-19 cases to 4,29,90,991, while the active cases dipped to 38,069, according to the Union Health Ministry data updated on Sunday.The number of deaths climbed to 5,15,850 with 47 fresh fatalities, the data updated at 8 am stated.The active cases comprise 0.09 per cent of the total infections and the national COVID-19 recovery rate further improved to 98.71 per cent, the ministry said.A reduction of 2,490 cases has been recorded in the active COVID-19 caseload in a span of 24 hours.The daily positivity rate was recorded as 0.41 per cent while the weekly positivity rate was 0.50 per cent, according to the ministry.",https://c.ndtvimg.com/2022-02/657cucb_coronavirus-testing-india-pti-pic_650x400_23_February_22.jpg,ndtv
politics,Sauer: Biden Is Playing for the Midterms Instead of the American Economy,March 10,"US Policy Editor Charles Sauer has a new article out in Townhall on the State of the Union address and the inclusion of anti-innovation practices like price setting.
Here’s an excerpt.“When the international community slapped sanctions on Putin’s Russia, many people cheered. Bad things were going to start happening to a bad country. However, with rampant inflation and a domestic energy sector that had already been attacked by the reckless Biden Administration, the effect on the American economy is likely going to be harmful as well. Now, in defense of the Ukrainian people and greater stability in the world, that harm might be worth it, but the pain that we are all about to experience didn’t have to be this bad. And, looking around at the rest of the Biden agenda – he seems to be using the same playbook and making many similar mistakes. The public policies that the President announced at Tuesday’s State of the Union will slow innovation and investment – which means that responding to the next emergency will be even harder. When COVID-19 was unleashed, a vaccine was developed in days. That development is thanks to the fact that in the U.S. we enjoy a robust, competitive research and development economy with strong rule of law to protect innovators. In fact, not just one vaccine was developed, but multiple vaccines. This wasn’t an accident, the founders of our great country understood the benefits of an innovative society – including patents as the only explicit right in the Constitution, and inventors and innovators are an important piece of nation’s history. The reason for this competitive market comes down to two factors. First, we have patents in the US which entitle the inventor of a new “thing,” in this case a new drug, the exclusive right to that invention for 20 years. Second, the companies that produce these drugs are allowed to price their new drugs and sell them to willing and thankful buyers. 

However, in the President’s State of the Union, and other speeches that he has given around the country, the President has called for setting the prices of drugs – like insulin. This idea sounds good on its face for winning short-term political points, but it undercuts the two principles that have made the US the innovative economy that it is by lowering the value of patents – and restricting the ability of pharmaceutical companies to profit. 

This lowers the incentive of investors to invest and inventors to invent – which means that the next time the country is facing an emergency – the research and development industry won’t be as robust, it won’t be as prepared, it won’t be as aggressive. 

It isn’t just big pharmaceutical companies; this change also harms the small inventor. When the large companies can’t be assured of profits from big breakthroughs, they are less likely to buy innovations from smaller innovators.”",https://uspolicy.org/wp-content/uploads/2022/03/AdobeStock_391086093-696x461.jpeg,US policy
politics,Mamata names Shatrughan Sinha and Babul Supriyo as TMC candidates for bypolls,March `13,"West Bengal Chief Minister Mamata Banerjee on Sunday named Shatrughan Sinha as TMC's candidate for by-poll to Asansol parliamentary seat, and Babul Supriyo as nominee for Ballygunge assembly by-election. The Asansol seat was vacated by Supriyo, a former Union minister, after he quit the saffron party last year and joined the TMC.

The Ballygunge assembly seat fell vacant following the demise of state minister Subrata Mukherjee.

""Happy to announce on behalf of the All India Trina ..
Supriyo, in response, thanked Banerjee for providing him with the opportunity to serve people.

""I want to thank Didi for allowing me to serve the people of the state. I am grateful to her and would work for the development of the state,"" Supriyo told PTI.

The former BJP MP had joined the TMC last year, just months after he was dropped as a minister following a union ministry reshuffle.

Sinha, however, could not be reached for comment.
","https://img.etimg.com/thumb/msid-90182206,width-300,imgsize-1410597,,resizemode-4,quality-100/cms.jpg",the economic times
health,India’s COVID-19 Vaccination Coverage Has Crossed 180 Crore: Union Health Ministry,March 12,"More than 17 lakh (17,82,501) vaccine doses had been administered till 7 pm on Saturday, the health ministry said.The cumulative COVID-19 vaccine doses administered in the country crossed 180 crore on Saturday, the Union health ministry said.In a tweet on the vaccination milestone, Union Health Minister Mansukh Mandaviya said, ""The figure of 180 crore vaccine doses crossed. Powered by spirit of Jan-Bhagidari (public participation), the world's largest vaccination drive is touching new heights under PM Narendra Modi Ji's leadership. Keep following COVID appropriate behaviour even after getting vaccinated.""The daily vaccination tally is expected to increase with the compilation of the final reports for the day by late night, it said.

Cumulatively, 96,70,88,980 first doses of COVID-19 vaccine have been administered and 81,27,51,251 second doses have been given, the ministry said.

""India's COVID-19 vaccination coverage has crossed 180 crore landmark milestone (1,80,10,69,235) today,"" it said.

Over 2.12 crore (2,12,29,004) precaution doses have been administered to the identified categories of beneficiaries so far, the ministry said.

According to ministry data, 55,32,99,604 first doses and 45,50,81,671 second doses of COVID-19 vaccine have been administered to individuals in the 18-44 age group across states and union territories.

In the 15-18 age group, 5,58,62,634 first doses and 3,37,23,777 second doses have been administered, the ministry said.

The countrywide vaccination drive was rolled out on January 16, 2021, with healthcare workers getting inoculated in the first phase. The vaccination of frontline workers started from February 2.

The next phase of COVID-19 vaccination commenced from March 1 for people aged above 60 and those aged 45 and above with specified co-morbid conditions. The country launched vaccination for all people aged above 45 from April 1.

The government then expanded the vaccination drive by allowing everyone above 18 to be inoculated from May 1.

The next phase of COVID-19 vaccination commenced from January 3 this year for adolescents in 15-18 age group.

India began administering precaution dose of COVID-19 vaccine to healthcare workers, frontline workers, including personnel deployed for election duty, and those aged 60 and above with comorbidities from January 10 amid the country witnessing a spike in coronavirus infections fuelled by its Omicron variant.",https://feeds.abplive.com/onecms/images/uploaded-images/2022/03/12/0f9a365086d895173b088a8ba1ce200e_original.jpg?impolicy=abp_cdn&imwidth=720,abp news
politics,"Goa Congress yet to decide its legislature party leader

",March 13,"Panaji: The Congress in Goa is yet to take a decision on its legislature party leader, even after three days of the announcement of the state Assembly election results. According to sources, the Goa Congress unit has not held a single meeting after it failed to reach the majority mark of 21 in the 40-member Assembly.The Congress got 11 seats, its ally Goa Forward Party (GFP) secured one seat, while the BJP bagged 20 seats.Earlier, a senior Congress leader had said the Congress-GFP alliance will name its leader immediately after the election results are out.Congress MLA-elect Michael Lobo said a decision on the legislature party leader would be taken ""at the right time"".

""The Congress will have to inform the Assembly about their leader when the session is called for a confidence vote for the chief minister,' he said.

While Goa Congress chief Girish Chodankar was not available for comments, another senior party leader claimed the elected members were divided between Digambar Kamat and Michael Lobo as their leader.



","https://img.etimg.com/thumb/msid-90181415,width-300,imgsize-28564,,resizemode-4,quality-100/michael-lobo.jpg",the economic times
health,Partnerships for Care Integration to Ensure Continuum of Care Across Health Systems in Uttar Pradesh,March 3,"In Uttar Pradesh, the Pradhan Mantri Jan Arogya Yojana (PM-JAY) is increasing focus on how to leverage public and private health systems, programs, and schemes, to offer a better experience to the beneficiary. 

Since its implementation in September 2018, the Ayushman Bharat Pradhan Mantri Jan Arogya Yojana (PM-JAY) has gathered strength in moving towards the goal of providing universal health coverage in Uttar Pradesh. After the first phase of implementation, there is an increasing focus on how to leverage the public and private health systems, programs, and schemes to offer a better experience for the PM-JAY beneficiary.

The State Agency for Comprehensive Health & Integrated Services (SACHIS) which implements the scheme in Uttar Pradesh, organized a discussion in partnership with the Department of Health and Family Welfare, Department of Medical Education, and National Health Mission, to identify possible opportunities in improving coordination and implementation.

The discussion facilitated by ACCESS Health was chaired by Mr. Pranjal Yadav, Secretary, Medical Health and Family Welfare with participation from Mrs. Sangeeta Singh, CEO, SACHIS, Dr. Vedvrat Singh, Director General (DG), Department of Medical Health, Dr. Lily Singh, DG, Department of Family Welfare, Dr N.C. Prajapati, DG, Department of Medical Education, and Dr. Rajesh Jha, General Manager, Community Process, National Health Mission.

The discussion acknowledged that participation of the public sector hospitals and institutions in PM-JAY can improve access to care, however, increasing the quality and patient experience is of critical importance. At present, there is little motivation for the beneficiary to use the PM-JAY cover in a public hospital as they are entitled to free care in these facilities. Also, there is a preference for seeking healthcare in private hospitals. Hence the need of the hour is to increase the value proposition of care through an integrated, beneficiary-centric system. ",https://accessh.org/wp-content/uploads/2022/03/Parternship-forum-PMJAY-970x650.jpeg,Access health internationals
health,Local and Vocal: How a Community Radio Pilot Helped Generate Buzz Around PM-JAY,Feb 3,"Munni Devi* of Meerut district in Uttar Pradesh was losing her eyesight and was advised a surgery by her doctors. She didn’t have the money for the procedure and was in despair. That’s when she heard about the free cashless treatments provided under the Ayushman Bharat Pradhan Mantri Jan Arogya Yojana (AB-PMJAY) on the local radio channel Radio IIMT. Munni sought the help of the radio bhaiyya to know more about the scheme, and the station also helped her enroll as a beneficiary. Once an Ayushman card was issued to her, she got treated for her eye problem at a hospital, in a free and cashless transaction.

Scores of people like Munni tune into their local radio stations to listen to local musicians and programs addressing local issues and events. The hyperlocal medium, with radio jockeys (RJs) bantering in regional dialects, makes educational material relatable for listeners, giving community radio networks a far better reach into the beneficiary base of PM-JAY compared to newspapers and mainstream television programs. Community radio networks are also accountable to the community, as they are part of it and know the local issues and concerns. Which is what made community radio networks effective partners for generating awareness on PM-JAY in Uttar Pradesh.

Four districts with five radio stations were selected for the pilot which ran from September to December 2021. To steer the community radio pilot, ACCESS Health with support from the Gates Foundation, facilitated a partnership with SMART, an organization that works with community radio stations to enhance the capacities of listeners by providing them information on government schemes and development programs that help increase their access to health, education, and livelihood. SMART aims to democratize information through the radio, supplemented with a strong and sustained on-ground community engagement. Star RJs with maximum air time and listener following on these radio networks were engaged and trained for the project.",https://accessh.org/wp-content/uploads/2022/02/Community-radio-2.jpg,Access health internationals
health,"Covid Can Shrink Brain As Much As Decade Of Aging, Claims Study",March 8,"Researchers identified Covid-associated brain damage months after infection, including in the region linked to smell, and shrinkage in size equivalent to a decade of normal aging. In the study, the changes were linked to cognitive decline.Even a mild case of Covid-19 can damage the brain and addle thinking, scientists found in a study that highlights the illness's alarming impact on mental function.
Researchers identified Covid-associated brain damage months after infection, including in the region linked to smell, and shrinkage in size equivalent to as much as a decade of normal aging. The changes were linked to cognitive decline in the study, which was published Monday in the journal Nature.

The findings represent striking evidence of the virus's impact on the central nervous system. More research will be required to understand whether the evidence from the Wellcome Centre for Integrative Neuroimaging at the University of Oxford means Covid-19 will exacerbate the global burden of dementia -- which cost an estimated $1.3 trillion in the year the pandemic began -- and other neurodegenerative conditions.

""It is a very novel study with conclusive data,"" said Avindra Nath, clinical director of the U.S. National Institute of Neurological Disorders and Stroke, who wasn't involved in the research. ""The findings are very intriguing, with important implications for the population at large.""

The SARS-CoV-2 virus is widely considered a respiratory pathogen that attacks the lungs. Taking a narrow view of it, however, misses myriad neurologic complications -- including confusion, stroke, and neuromuscular disorders -- that manifest during the acute phase of the illness. Other effects like impaired concentration, headache, sensory disturbances, depression, and even psychosis may persist for months as part of a constellation of symptoms termed long Covid.

To investigate changes in the brain, neuroscientist Gwenaelle Douaud and colleagues leveraged the world's largest magnetic resonance imaging database. Initial MRI scans of the brains of 785 volunteers were taken before the pandemic began as part of U.K. Biobank research, which marries large-scale genomic and detailed clinical data for half a million people.

A subsequent scan was taken an average of 38 months later. By then, 401 participants had tested positive for Covid. The uninfected remainder served as a control group that was similar to the survivors in age, sex, and many risk factors, including blood pressure, obesity, smoking, socio-economic status and diabetes. The participants in the study, aged 51 to 81, were mostly Caucasian.",https://c.ndtvimg.com/2022-03/3gjjt5r_covid-patient-bloomberg_625x300_08_March_22.jpg,ndtv
Education,MCC adds additional MBBS seats for mop-up round for NEET UG 2021 counselling,March 13,"The Medical Counselling Committee (MCC) has added some extra seats for MBBS courses in the mop-up round of counselling. Interested candidates can visit the official MCC website — mcc.nic.in — to get more details.

“The Medical Counselling Committee has received information from following Institutes about new seats which could not be contributed by the college due to late receipt of Letter of Permission (LoPs) i.e after the start of Round-2 of UG Counselling 2021 or those who could not contribute their seats within stipulated time,” the official MCC statement read.The registration and payment of NEET mop-up round will close on March 14.

The institutes where the seats have been added are Krishna Institute of Medical Sciences, Karad; Pt. Raghunath Murmu Medical College, Baripada Odisha; and at Gajra Raja Medical College, Gwalior, Madhya Pradesh and BDS seats at Govt. Dental College, RIMS, Kadapa.",https://images.indianexpress.com/2022/03/MBBS-counselling.jpg,the indian express
Education,IIT Madras researchers develop new technique to provide high-resolution ultrasound images,March 13,"Researchers at the Indian Institute of Technology (IIT), Madras have developed a new technique that can provide a clear and high-quality visualisation through reconstructed ultrasound image. The research could facilitate better diagnosis of diseases, detection of minute abnormalities and better real-time image-guided biopsy procedures and treatment monitoring applications.

Ultrasound imaging technique is used to capture real-time images inside the human body. It has a wide range of clinical applications in diagnosis and treatment of medical conditions. The technique is widely used to diagnose the cause of pain, swelling and infection in internal organs and to examine foetus in pregnant women.

The main component of an ultrasound machine is a “beamformer”, which plays a major role in the final reconstructed image quality. Over the years, there have been several techniques identified to improve the quality of the reconstructed image by changing the beamformer.The team claims to have developed a new beamforming technique, which is demonstrated to outperform other existing techniques and yields the best image resolution throughout the field of view. The findings of their research have been published in a peer-reviewed journal Scientific Reports.

“This research could potentially facilitate several applications like early detection and better diagnosis of diseases, detection of minute abnormalities within human body like renal stones, better real-time image-guided biopsy procedures and treatment monitoring applications,” Arun K Thittai, Professor, Department of Applied Mechanics, IIT Madras, told PTI.",https://images.indianexpress.com/2022/03/IIT-Madras-1.jpg,the indian express
Education,"NEET updates, CBSE Class 10 term-1 results, term-2 datesheet and more: Top education news last week",March 13,"The much awaited CBSE class 10 term-1 board exam results and term-2 datesheet for classes 10 and 12 were released this week. However, the CBSE class 10 term-1 results were declared with a twist this time. Meanwhile, several other state boards such as BSEB, HPBOSE, WBCHSE, UP Board and more also released several notifications regarding datesheets, answer keys, revision of exam schedule and more.

Several important notifications from NEET were also released this week, and results for UCEED, CEED, and registrations for other competitive exams also opened. A lot happened in education this week — here’s a recap:

One of the biggest things that happened in the education sector this week was the announcement of class 10 board results. However, this was done with a twist. On Friday night, the Central Board of Secondary Education (CBSE) released the class 10 term-1 results. This time, the result has been declared offline and has not been uploaded on the official websites. Students have to collect their term 1 marksheets from respective schools. Due to this, students told indianexpress.com that they missed the fun of checking their scores online with friends and family.This week, CBSE also announced the datesheet for term-II exams for classes 10 and 12. The exams for both classes will begin on April 26. Students can check the datesheet for board exams on the official CBSE website — cbse.gov.in, cbseresults.nic.in. The Board has made sure that the CBSE Term-II datesheet for Class 12 is designed in such a way that students can easily attempt the JEE Main 2022 exams in May 2022. The exam dates do not clash with any JEE exam and suitable gaps have been provided between each exam.

CBSE has also issued a notice against a fake notification that had been doing rounds on various social media platforms regarding announcement of class 12 term-I board exam results. The fake notice stated that the CBSE Term-1 results will be announced on March 11 at 2 pm. The board has issued a statement stating that this information is fake.The Indian Institute of Technology (IIT) Bombay released the result for UCEED 2022 through the official website — uceed.iitb.ac.in. The exam had taken place on January 23, 2022 and the first counselling round is scheduled to begin on April 10, 2022. IIT Bombay had also released the final result of the CEED 2022 exam towards the start of this week.",https://images.indianexpress.com/2022/03/Education-news.jpg,the indian express
Education,"As CBSE informs Class 10 marks to schools, students miss thrill of checking results online",March 13,"students of class 10 had been eagerly waiting for their term-1 results for the last two months and after the result was released through schools, they said missed the fun of checking their scores online with friends and family.“The result being declared offline, definitely, has reduced the hassle but also has taken away the buzz and excitement of going on the website and calculating the percentage yourself! The charm is lost and it being declared just one month before the term 2 board exams has given us very little time to think about it or even celebrate it. Nonetheless, I am happy with my result and am setting new targets for myself to achieve in term 2,” Deepika Goswami, a Class 10 student at Seth Anandram Jaipuria School in Vasundhara, told indianexpress.com.Another class 10 student from Chandigarh, Gurkirat Kaur said, “My brother passed class 10 in 2019 and I witnessed the excitement and rush of board results declaration at our home. I was looking forward to experiencing the same but with marks being sent to schools, I will have to wait a few more months until final result declaration to live that experience.”While some schools informed students about their term-1 theory marks immediately after receiving the results from CBSE, others have said they will distribute the marksheets after adding the practical marks.

Seema Kaur, the principal of Pacific World School in Noida, said that the school shared the individual marksheets with the parents immediately upon receiving the results.

“There is a different charm of checking the board result on the website and parents were trying to log in to the website in the morning. Students are quite excited upon seeing their results and are creating new targets for themselves to be achieved in the Term II examination,” added Kaur.",https://images.indianexpress.com/2022/03/CBSE-1.jpg,the indian express
business,Cash-rich states create ‘competitive environment’ with flurry of tax cuts,March 12,"There’s been a wave of state-level tax cuts spurred by budget surpluses, and more breaks may be coming, according to policy experts.

“States have a lot of revenue on hand and they are looking to return it to taxpayers,” said Katherine Loughead, senior policy analyst at the Tax Foundation.

In 2021, 29 states and the District of Columbia enacted “significant” cuts, according to the Tax Policy Center, typically through reduced individual rates or expanded earned income tax credits, a write-off for low- to moderate-income families.And this year, at least a dozen states have made cuts or are eyeing reductions, including both temporary and permanent measures, according to the Tax Foundation.  

While there have been some pushes for corporate or property tax relief, income taxes are “the heart of what’s going on,” said Richard Auxier, senior policy associate at the Urban-Brookings Tax Policy Center.

“Overall, most of the tax cut proposals have been relatively modest, and a number have been targeted,” said Brian Sigritz, director of state fiscal studies at the National Association of State Budget Officers.“The targeted proposals we’re seeing are directed towards helping with the impacts of the pandemic and inflation,” he said.

For example, some of these have included changes to grocery taxes, levies on retirement benefits, earned income credits, small business relief, pausing gas taxes and more.

Annual inflation grew by 7.9% in February, a new 40-year high, according to the U.S. Department of Labor, measuring the costs of food, gas, housing and more.

And “very uncomfortably high” inflation will likely last for another year, Treasury Secretary Janet Yellen told CNBC.",https://image.cnbcfm.com/api/v1/image/107027881-1646852805478-gettyimages-1366673942-002a1219.jpeg?v=1646852843&w=740&h=416,cnbc
business,"Deutsche Bank reverses course on Russia, says it is unwinding business there after Ukraine invasion",March 11,"Deutsche Bank said Friday that it was winding down its operations in Russia, one day after its chief financial officer said it wasn’t “practical” to shutter the unit. 

“Like some international peers and in line with our legal regulatory obligations, we are in the process of winding down our remaining business in Russia while we help our non-Russian multinational clients in reducing their operations,” Dylan Riddle, a U.S.-based spokesperson for the German bank, said in an email. 

“There won’t be any new business in Russia,” he said.

The move by Deutsche Bank, the biggest German bank by assets, follows announcements Thursday that rival investment banks Goldman Sachs and JPMorgan Chase were winding down operations in Russia. Technology companies, energy firms and retail brands have said they were leaving Russia amid the rising death toll from President Vladimir Putin’s invasion.Deutsche Bank said that it had “substantially” cut its exposure to Russia since 2014, after Russia’s annexation of Crimea prompted global financial firms to reduce their presence in the country.  

“As we have repeatedly said, we condemn the Russian invasion of Ukraine in the strongest possible terms and support the German government and its allies in defending our democracy and freedom,” Riddle said.",https://image.cnbcfm.com/api/v1/image/106605654-1594129036220preview.jpg?v=1647032930&w=740&h=416,cnbc
business,"9 Sensex companies gain Rs 1.91 lakh cr in valuation last week; Infosys, RIL, Infosys, TCS biggest gainers",March 13,"Nine of the 10 most valued companies together added a whopping Rs 1,91,434.41 crore in market valuation last week, with Reliance Industries, Infosys and TCS emerging as the biggest gainers. ICICI Bank was the only laggard from the top-10 pack.Last week, the benchmark Sensex jumped 1,216.49 points or 2.23 per cent. From the gainers' pack, Reliance Industries Limited (RIL) added Rs 49,492.7 crore, taking its valuation to Rs 16,22,543.06 crore.
The valuation of Infosys jumped Rs 41,533.59 crore to reach Rs 7,66,447.27 crore. The market valuation of Tata Consultancy Services (TCS) climbed Rs 27,927.84 crore to Rs 13,31,917.43 crore and that of Bharti Airtel zoomed Rs 22,956.67 crore to Rs 3,81,586.05 crore.
The market capitalisation (mcap) of Hindustan Unilever Limited advanced Rs 17,610.19 crore to Rs 4,92,204.13 crore and that of HDFC Bank went higher by Rs 16,853.02 crore to Rs 7,74,463.18 crore. State Bank of India's valuation went up by Rs 7,541.3 crore to Rs 4,19,813.73 crore and that of Bajaj Finance gained Rs 5,308.61 crore to Rs 4,00,014.04 crore.
HDFC added Rs 2,210.49 crore its valuation to stand at Rs 4,04,421.20 crore. In contrast, the market valuation of ICICI Bank tumbled Rs 7,023.32 crore to Rs 4,71,047.52 crore.
In the ranking of top-10 firms, RIL maintained its pole position, followed by TCS, HDFC Bank, Infosys, Hindustan Unilever Limited, ICICI Bank, State Bank of India, HDFC, Bajaj Finance and Bharti Airtel.",https://images.cnbctv18.com/wp-content/uploads/2021/11/Sensex-1-1019x573.jpg?impolicy=website&width=500&height=300,cnbc tv 18
business,"Trade setup for March 14: Can Nifty test key hurdle at 16,800 soon? From market cues to technical signals to key levels to track",March 13,"Indian equity benchmarks managed to extend gains to a fourth straight session on Friday but lost steam, as advances in pharma and select financial stocks were countered by declines in auto stocks. Globally, newsflow on the Russia-Ukraine war remained on investors' radar.
What do the charts suggest for Dalal Street now?
The Nifty50 has formed a small positive candle at the highs on the daily chart, reflecting rangebound action in the market, according to Nagaraj Shetti, Technical Research Analyst at HDFC Securities.
""This cooling off of the short-term trend was due after a sharp upmove of around 1,000 points in the previous three sessions. Further consolidation with high volatility is expected given the index is near crucial overhead resistance at 16,800-170,00 levels,"" he said. (Key factors to watch this week).""The market appears to have all the ingredients in place for confirming a bottom, but further confirmation is awaited given the war scenario... We have already changed our stance in the last couple of sessions,"" Sameet Chavan, Chief Analyst-Technical and Derivatives at Angel One, told CNBCTV18.com.
""A key hurdle remains at 16,750-16,800, any sustainable move above which will confirm Tuesday’s low (15,671.5) as a bottom. On the other hand, 16,450 followed by 16,200 are immediate supports,"" he said.Global markets
On Friday, the three main Wall Street indices tumbled as tech and growth shares led a broad decline and investors worried about the conflict in Ukraine. The S&P 500 fell 1.3 percent, the Dow Jones 0.7 percent and the Nasdaq Composite 2.2 percent.
Earlier in the day, European shares rose amid signals from Russian President Vladimir Putin about a positive shift in talks with Ukraine. The pan-European Stoxx 600 index rose one percent. The UK's FTSE index rose 0.8 percent, France's CAC 0.9 percent and Germany's DAX 1.4 percent.",https://images.cnbctv18.com/wp-content/uploads/2021/08/nifty-market-1000x573.jpg?impolicy=website&width=500&height=300,cnbc tv 18
